用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
苏群,1,16124,6300,3647,1,0,16124,6300,3647,16124,6300,3647,0,0,0
月枕宇宙,1,120,342,1995,1,0,120,342,1995,120,342,1995,0,0,0
钱府,1,3825,5518,36397,1,0,3825,5518,36397,3825,5518,36397,0,0,0
沙漠里的鲭鱼,1,2933,852,5732,1,0,2933,852,5732,2933,852,5732,0,0,0
联邦快递中国,1,16700,74776,18443,0,1,16700,74776,18443,0,0,0,16700,74776,18443
头条博客,1,373,193,76,1,0,373,193,76,373,193,76,0,0,0
胖哥杨力,1,7424,3515,91089,1,0,7424,3515,91089,7424,3515,91089,0,0,0
张起淮,1,679,334,5588,1,0,679,334,5588,679,334,5588,0,0,0
原图爹,1,3347,3387,5103,1,0,3347,3387,5103,3347,3387,5103,0,0,0
电影圈君,1,466,223,3937,1,0,466,223,3937,466,223,3937,0,0,0
渡渡鸟,1,588,174,2635,1,0,588,174,2635,588,174,2635,0,0,0
论坛说事,1,128,351,2137,1,0,128,351,2137,128,351,2137,0,0,0
布道宽窄,1,185,171,1885,1,0,185,171,1885,185,171,1885,0,0,0
向太Tiffany陳嵐,1,4863,1926,26237,0,1,4863,1926,26237,0,0,0,4863,1926,26237
杜暘,1,158,404,2518,1,0,158,404,2518,158,404,2518,0,0,0
梁湘,1,479,362,4093,0,1,479,362,4093,0,0,0,479,362,4093
娱乐破事,1,22,371,746,1,0,22,371,746,22,371,746,0,0,0
中国日报网,1,47,1,115,1,0,47,1,115,47,1,115,0,0,0
santa豆豆,1,10,16,46,0,1,10,16,46,0,0,0,10,16,46
威威威vvv,1,19,24,170,1,0,19,24,170,19,24,170,0,0,0
西医综合张蕴新,1,7,102,112,0,1,7,102,112,0,0,0,7,102,112
深圳民宿,1,2174,1878,22373,1,0,2174,1878,22373,2174,1878,22373,0,0,0
脱非汪,1,9123,4787,53094,1,0,9123,4787,53094,9123,4787,53094,0,0,0
圈内娱叔,1,482,507,1954,1,0,482,507,1954,482,507,1954,0,0,0
SHHO魔法部,1,84,38,384,1,0,84,38,384,84,38,384,0,0,0
李英航,1,71,712,2546,0,1,71,712,2546,0,0,0,71,712,2546
圈内皇叔,1,472,507,1630,1,0,472,507,1630,472,507,1630,0,0,0
一周剧评,1,286,189,1008,1,0,286,189,1008,286,189,1008,0,0,0
扒圈老祖,1,482,472,1648,1,0,482,472,1648,482,472,1648,0,0,0
电影影视界,1,480,686,3180,1,0,480,686,3180,480,686,3180,0,0,0
九段棋手蔡菜子,1,155,5,213,0,1,155,5,213,0,0,0,155,5,213
娱评先生,1,308,204,799,1,0,308,204,799,308,204,799,0,0,0
综艺蜀黍,1,169,307,1023,1,0,169,307,1023,169,307,1023,0,0,0
娱扒光,1,517,715,2514,1,0,517,715,2514,517,715,2514,0,0,0
作家冯玉雷,1,59,1,7,1,0,59,1,7,59,1,7,0,0,0
娱乐观察站,1,489,696,2221,1,0,489,696,2221,489,696,2221,0,0,0
圈内姐姐,1,496,732,2688,1,0,496,732,2688,496,732,2688,0,0,0
中国播音主持网,1,325,86,1399,0,1,325,86,1399,0,0,0,325,86,1399
一刀之風林火山,1,43,929,2626,0,1,43,929,2626,0,0,0,43,929,2626
PaperWeekly,1,94,12,40,1,0,94,12,40,94,12,40,0,0,0
媒体印象,1,65,35,603,1,0,65,35,603,65,35,603,0,0,0
纪随时,1,145,498,2615,0,1,145,498,2615,0,0,0,145,498,2615
爆料帝_,1,80,441,1901,0,1,80,441,1901,0,0,0,80,441,1901
中国邮政,1,973,1308,20063,1,0,973,1308,20063,973,1308,20063,0,0,0
Herbiewu,1,158,570,2191,1,0,158,570,2191,158,570,2191,0,0,0
六国虹,1,63,100,627,1,0,63,100,627,63,100,627,0,0,0
招商银行信用卡,1,1087,1046,295,1,0,1087,1046,295,1087,1046,295,0,0,0
贼叉,1,45,119,368,1,0,45,119,368,45,119,368,0,0,0
广西文化和旅游厅,1,4366,6334,2198,1,0,4366,6334,2198,4366,6334,2198,0,0,0
丁炳中,1,2835,883,5373,1,0,2835,883,5373,2835,883,5373,0,0,0
果果的B面,1,16,63,249,1,0,16,63,249,16,63,249,0,0,0
人脉爸爸,1,297,332,2984,1,0,297,332,2984,297,332,2984,0,0,0
柒书小屋,1,283,95,70,1,0,283,95,70,283,95,70,0,0,0
北京邮电大学,1,631,291,8428,1,0,631,291,8428,631,291,8428,0,0,0
雅思中国网,1,101,4,120,1,0,101,4,120,101,4,120,0,0,0
黔东南头条,1,116,117,2713,1,0,116,117,2713,116,117,2713,0,0,0
喵酱的小剧场,1,113,2010,9831,0,1,113,2010,9831,0,0,0,113,2010,9831
股海方舟-周宇,1,85,88,474,1,0,85,88,474,85,88,474,0,0,0
连淮徐盐,1,175,200,829,1,0,175,200,829,175,200,829,0,0,0
新加坡眼,1,12,469,1216,0,1,12,469,1216,0,0,0,12,469,1216
陈砺志,1,40,35,603,1,0,40,35,603,40,35,603,0,0,0
长春这噶儿,1,195,145,502,1,0,195,145,502,195,145,502,0,0,0
曹增光,1,204,3132,22440,0,1,204,3132,22440,0,0,0,204,3132,22440
VOGUE服饰与美容,1,1093,196,3192,1,0,1093,196,3192,1093,196,3192,0,0,0
中国青年网,1,67,42,469,1,0,67,42,469,67,42,469,0,0,0
时尚科技馆,1,724,1048,3859,1,0,724,1048,3859,724,1048,3859,0,0,0
王牌健言-王健,1,284,441,5375,1,0,284,441,5375,284,441,5375,0,0,0
王飞-仓储物流与供应链,1,1573,797,23552,1,0,1573,797,23552,1573,797,23552,0,0,0
电商头条,1,342,211,2516,1,0,342,211,2516,342,211,2516,0,0,0
Super雅思口语,1,221,18,406,1,0,221,18,406,221,18,406,0,0,0
美国院校百科,1,258,27,359,1,0,258,27,359,258,27,359,0,0,0
秀数码,1,216,799,6901,0,1,216,799,6901,0,0,0,216,799,6901
小丑很难过,1,41,162,2624,1,0,41,162,2624,41,162,2624,0,0,0
纸十四,1,74,18,278,0,1,74,18,278,0,0,0,74,18,278
科技圈,1,20,121,880,1,0,20,121,880,20,121,880,0,0,0
忧伤的巨人yu,1,1036,573,1660,1,0,1036,573,1660,1036,573,1660,0,0,0
八组兔区不爆麻袋爆料,1,35,97,1204,1,0,35,97,1204,35,97,1204,0,0,0
耀眼的红帽徽,1,95,58,836,1,0,95,58,836,95,58,836,0,0,0
亮剣,1,224,119,947,0,1,224,119,947,0,0,0,224,119,947
雷科技,1,71,116,1139,0,1,71,116,1139,0,0,0,71,116,1139
sweeties不加s,1,1365,192,2276,1,0,1365,192,2276,1365,192,2276,0,0,0
mrmanor,1,1059,0,2487,0,1,1059,0,2487,0,0,0,1059,0,2487
摄政王有话说-,1,145,40,167,1,0,145,40,167,145,40,167,0,0,0
复旦大学,1,62,24,358,1,0,62,24,358,62,24,358,0,0,0
香港衛視HKS,1,183,1148,4138,1,0,183,1148,4138,183,1148,4138,0,0,0
主持人沈南,1,8,238,2831,1,0,8,238,2831,8,238,2831,0,0,0
千玺是宝贝儿啊,1,37,25,282,0,1,37,25,282,0,0,0,37,25,282
军粉姐姐V,1,18,7,456,0,1,18,7,456,0,0,0,18,7,456
凯恩斯,1,195,10,207,1,0,195,10,207,195,10,207,0,0,0
浮川,1,21,64,1554,1,0,21,64,1554,21,64,1554,0,0,0
城里的猫狗,1,25,177,237,1,0,25,177,237,25,177,237,0,0,0
何夕,1,454,1,1716,0,1,454,1,1716,0,0,0,454,1,1716
演员刘琳,1,18,197,1962,1,0,18,197,1962,18,197,1962,0,0,0
泰国阿姐,1,40,20,200,1,0,40,20,200,40,20,200,0,0,0
ParadoxChiaoI,1,9362,673,11152,0,1,9362,673,11152,0,0,0,9362,673,11152
种花家的菌事兔,1,182,1679,8537,0,1,182,1679,8537,0,0,0,182,1679,8537
嘉炜1994,1,7694,1362,10030,1,0,7694,1362,10030,7694,1362,10030,0,0,0
秦思,1,270,630,1299,1,0,270,630,1299,270,630,1299,0,0,0
王凤波,1,43,45,135,1,0,43,45,135,43,45,135,0,0,0
影像视觉杂志,1,130,52,191,1,0,130,52,191,130,52,191,0,0,0
李子暘Lee,1,208,76,347,0,1,208,76,347,0,0,0,208,76,347
孥孥的大树,1,102,216,1048,1,0,102,216,1048,102,216,1048,0,0,0
点述Spotory,1,193,241,1184,1,0,193,241,1184,193,241,1184,0,0,0
比特币真心话,1,63,884,1748,0,1,63,884,1748,0,0,0,63,884,1748
成都晚报,1,18,108,391,1,0,18,108,391,18,108,391,0,0,0
angelababy杨颖粉丝005,1,413,44,359,1,0,413,44,359,413,44,359,0,0,0
西安直播,1,16,227,914,1,0,16,227,914,16,227,914,0,0,0
Mr易公子,1,2549,740,5614,1,0,2549,740,5614,2549,740,5614,0,0,0
彭林FView,1,4483,403,18795,1,0,4483,403,18795,4483,403,18795,0,0,0
叫大爷嘿·,1,37,48,2248,1,0,37,48,2248,37,48,2248,0,0,0
王欠欠-,1,50,231,1048,0,1,50,231,1048,0,0,0,50,231,1048
娱小柯,1,244,1618,5478,0,1,244,1618,5478,0,0,0,244,1618,5478
吃好就睡了,1,1506,32,869,0,1,1506,32,869,0,0,0,1506,32,869
衷易予你,1,904,65,495,1,0,904,65,495,904,65,495,0,0,0
中国移动10086,1,5548,8222,2906,1,0,5548,8222,2906,5548,8222,2906,0,0,0
许闯Trunk,1,57,118,1115,1,0,57,118,1115,57,118,1115,0,0,0
科技洋洋,1,93,916,4233,0,1,93,916,4233,0,0,0,93,916,4233
性感玉米,1,808,243,3548,1,0,808,243,3548,808,243,3548,0,0,0
Sunny-妍,1,68,670,1022,0,1,68,670,1022,0,0,0,68,670,1022
雪雪·,1,38,135,778,1,0,38,135,778,38,135,778,0,0,0
我一直在想昵称太长会不会被人打,1,282,137,1135,0,1,282,137,1135,0,0,0,282,137,1135
互联网民工-_-子谦Jacob-Fitness,1,314,212,995,0,1,314,212,995,0,0,0,314,212,995
铁臂阿吉,1,799,243,1454,1,0,799,243,1454,799,243,1454,0,0,0
AdeLcs,1,204,25,432,0,1,204,25,432,0,0,0,204,25,432
科技怪咖,1,50,798,2929,0,1,50,798,2929,0,0,0,50,798,2929
打奥特曼de小怪兽,1,390,761,7843,1,0,390,761,7843,390,761,7843,0,0,0
行业洞察者,1,209,471,10559,1,0,209,471,10559,209,471,10559,0,0,0
千玺的芒果,1,91,124,1111,1,0,91,124,1111,91,124,1111,0,0,0
TI_重阳Roy,1,39,219,3358,1,0,39,219,3358,39,219,3358,0,0,0
青年湖南,1,91,13,77,1,0,91,13,77,91,13,77,0,0,0
Oxy喵喵子,1,1961,361,7423,1,0,1961,361,7423,1961,361,7423,0,0,0
微博教育,1,140,130,1779,1,0,140,130,1779,140,130,1779,0,0,0
魏无羡情报局,1,78,102,1007,0,1,78,102,1007,0,0,0,78,102,1007
搞笑不寻常,1,244,103,2123,1,0,244,103,2123,244,103,2123,0,0,0
吐嚎影院,1,248,2339,13950,0,1,248,2339,13950,0,0,0,248,2339,13950
耸雅大人,1,123,94,597,1,0,123,94,597,123,94,597,0,0,0
淡蓝LGBT资讯,1,205,119,3506,0,1,205,119,3506,0,0,0,205,119,3506
站站入侵,1,87,632,1342,1,0,87,632,1342,87,632,1342,0,0,0
我的女友嘴很贱,1,2662,2018,3204,0,1,2662,2018,3204,0,0,0,2662,2018,3204
新民晚报新民网,1,190,49,382,1,0,190,49,382,190,49,382,0,0,0
米奇沃克斯,1,9,79,2244,1,0,9,79,2244,9,79,2244,0,0,0
龙跃文3717,1,72,92,1348,0,1,72,92,1348,0,0,0,72,92,1348
陈新建,1,67,465,2710,0,1,67,465,2710,0,0,0,67,465,2710
佳心芝士,1,24,200,2032,0,1,24,200,2032,0,0,0,24,200,2032
迪玛娇娇,1,151,68,392,1,0,151,68,392,151,68,392,0,0,0
IT大施兄,1,9,59,2292,1,0,9,59,2292,9,59,2292,0,0,0
洪榕,1,118,101,689,0,1,118,101,689,0,0,0,118,101,689
超话社区精选,1,37,22,347,0,1,37,22,347,0,0,0,37,22,347
旭东翻硕,1,244,10,160,1,0,244,10,160,244,10,160,0,0,0
股帅吉祥,1,70,85,310,1,0,70,85,310,70,85,310,0,0,0
章佳明,1,1266,2115,8706,1,0,1266,2115,8706,1266,2115,8706,0,0,0
同志之声,1,212,224,6467,1,0,212,224,6467,212,224,6467,0,0,0
澄澄圈,1,83,165,538,1,0,83,165,538,83,165,538,0,0,0
重庆CKG,1,38,268,294,1,0,38,268,294,38,268,294,0,0,0
抬头看风景nono,1,1397,1439,3100,1,0,1397,1439,3100,1397,1439,3100,0,0,0
舒客Saky,1,2719,1865,4812,1,0,2719,1865,4812,2719,1865,4812,0,0,0
哈雷恶棍李奇,1,17,4,922,1,0,17,4,922,17,4,922,0,0,0
化妆师Natalie,1,52,165,685,1,0,52,165,685,52,165,685,0,0,0
爱摄影的磊哥,1,11,9,28,1,0,11,9,28,11,9,28,0,0,0
沈阳最热门,1,18,23,99,1,0,18,23,99,18,23,99,0,0,0
沪江西语,1,16,6,43,1,0,16,6,43,16,6,43,0,0,0
淡墨涵香,1,32,5,20,1,0,32,5,20,32,5,20,0,0,0
霸气潜水熊,1,17,251,347,1,0,17,251,347,17,251,347,0,0,0
首席成长官刘佳勇,1,10,11,48,0,1,10,11,48,0,0,0,10,11,48
极测评,1,622,310,1773,1,0,622,310,1773,622,310,1773,0,0,0
改车志,1,9,41,125,1,0,9,41,125,9,41,125,0,0,0
潘海天,1,61,289,833,0,1,61,289,833,0,0,0,61,289,833
老拳Fist,1,52,106,486,1,0,52,106,486,52,106,486,0,0,0
欢欢在法国,1,42,3,35,1,0,42,3,35,42,3,35,0,0,0
否极泰董宝珍,1,73,73,201,1,0,73,73,201,73,73,201,0,0,0
张晶晶Vicky,1,2324,3675,27070,1,0,2324,3675,27070,2324,3675,27070,0,0,0
小野妹子学吐槽,1,721,546,913,1,0,721,546,913,721,546,913,0,0,0
Jeana赵嘉怡,1,9891,11939,15079,1,0,9891,11939,15079,9891,11939,15079,0,0,0
飞扬南石,1,147,105,455,0,1,147,105,455,0,0,0,147,105,455
轻氧白藜芦醇燕窝酵素猫-小萌,1,70,0,176,1,0,70,0,176,70,0,176,0,0,0
pwj的大芒果,1,59,9,220,0,1,59,9,220,0,0,0,59,9,220
listter乐,1,55,615,2843,0,1,55,615,2843,0,0,0,55,615,2843
灵骢,1,13,38,633,1,0,13,38,633,13,38,633,0,0,0
啃jio的小不点,1,25,237,663,1,0,25,237,663,25,237,663,0,0,0
BornForYEE易烊千玺,1,373,81,1094,1,0,373,81,1094,373,81,1094,0,0,0
周蓬安,1,126,391,1316,1,0,126,391,1316,126,391,1316,0,0,0
BZMeetJacksonYee,1,568,131,1190,1,0,568,131,1190,568,131,1190,0,0,0
易先森的不二仙鹤,1,5,6,70,1,0,5,6,70,5,6,70,0,0,0
每晚睡前故事-,1,147591,146046,120568,0,1,147591,146046,120568,0,0,0,147591,146046,120568
经纬张颖,1,242,298,11015,1,0,242,298,11015,242,298,11015,0,0,0
八组兔区菌,1,77,130,961,1,0,77,130,961,77,130,961,0,0,0
imaginistlovecc,1,59,127,1502,1,0,59,127,1502,59,127,1502,0,0,0
Rosalynly,1,13,20,100,1,0,13,20,100,13,20,100,0,0,0
CPA注会之家,1,49,2,51,1,0,49,2,51,49,2,51,0,0,0
Natalie王屹芝,1,9,80,148,0,1,9,80,148,0,0,0,9,80,148
电影芒斯特,1,413,158,1650,1,0,413,158,1650,413,158,1650,0,0,0
我为人民看电影,1,296,830,4487,1,0,296,830,4487,296,830,4487,0,0,0
瑞记,1,565,63,960,1,0,565,63,960,565,63,960,0,0,0
戏精娱乐,1,110,77,1172,0,1,110,77,1172,0,0,0,110,77,1172
商业财经观察,1,318,708,4423,0,1,318,708,4423,0,0,0,318,708,4423
Mr_FAN先生,1,620,266,6503,0,1,620,266,6503,0,0,0,620,266,6503
蒋校长,1,849,1439,10169,0,1,849,1439,10169,0,0,0,849,1439,10169
阿闷aman,1,7420,3081,42692,1,0,7420,3081,42692,7420,3081,42692,0,0,0
吃一口甜,1,488,1057,2169,1,0,488,1057,2169,488,1057,2169,0,0,0
最热奇闻趣事,1,269,35,441,0,1,269,35,441,0,0,0,269,35,441
科技小Q,1,158,101,82,1,0,158,101,82,158,101,82,0,0,0
一人谈视频,1,386,106,405,1,0,386,106,405,386,106,405,0,0,0
头号患者,1,70,34,675,1,0,70,34,675,70,34,675,0,0,0
李丨想丨主丨义,1,645,85,1351,1,0,645,85,1351,645,85,1351,0,0,0
小九月,1,1221,1099,1061,1,0,1221,1099,1061,1221,1099,1061,0,0,0
北岛哥哥,1,13,15,1024,0,1,13,15,1024,0,0,0,13,15,1024
菜鸡觉得猴头菇其实不能做刺身,1,11,16,79,0,1,11,16,79,0,0,0,11,16,79
芒果先生,1,10,656,1287,0,1,10,656,1287,0,0,0,10,656,1287
媛紫酱,1,5,74,246,0,1,5,74,246,0,0,0,5,74,246
悲伤男孩,1,32,54,320,1,0,32,54,320,32,54,320,0,0,0
还是一碗泡面,1,4,56,206,1,0,4,56,206,4,56,206,0,0,0
没节操,1,17,16,335,1,0,17,16,335,17,16,335,0,0,0
信shin国际歌迷会,1,20,19,78,1,0,20,19,78,20,19,78,0,0,0
天天睡不醒,1,666,588,10540,0,1,666,588,10540,0,0,0,666,588,10540
Saku哲君,1,111,47,658,1,0,111,47,658,111,47,658,0,0,0
Yc御晨,1,63,1367,4327,1,0,63,1367,4327,63,1367,4327,0,0,0
陆建华摄影,1,22,16,87,1,0,22,16,87,22,16,87,0,0,0
一直在路上一起看世界,1,218,438,1589,1,0,218,438,1589,218,438,1589,0,0,0
西北工业大学,1,7,8,42,0,1,7,8,42,0,0,0,7,8,42
冉辞旧小梦,1,8,19,107,1,0,8,19,107,8,19,107,0,0,0
成为简·,1,190,162,2863,1,0,190,162,2863,190,162,2863,0,0,0
陷入烊的美好,1,162,84,3861,1,0,162,84,3861,162,84,3861,0,0,0
张忆安-龙战于野,1,11660,2463,14506,0,1,11660,2463,14506,0,0,0,11660,2463,14506
千岛环游,1,368,229,2077,1,0,368,229,2077,368,229,2077,0,0,0
中国军视网,1,1189,445,5970,1,0,1189,445,5970,1189,445,5970,0,0,0
SNH49-玖菜合子,1,9,12,211,1,0,9,12,211,9,12,211,0,0,0
别是个沙雕吧,1,378,551,1245,1,0,378,551,1245,378,551,1245,0,0,0
女性之声,1,30,11,94,1,0,30,11,94,30,11,94,0,0,0
娱炮,1,12,16,1411,0,1,12,16,1411,0,0,0,12,16,1411
战五渣coc,1,47,197,608,0,1,47,197,608,0,0,0,47,197,608
南京理工大学,1,81,60,463,1,0,81,60,463,81,60,463,0,0,0
合肥工业大学,1,110,56,443,1,0,110,56,443,110,56,443,0,0,0
青子wj,1,13,12,108,1,0,13,12,108,13,12,108,0,0,0
微彰琦谈,1,111,174,990,1,0,111,174,990,111,174,990,0,0,0
长春人的长春事儿,1,232,336,26359,1,0,232,336,26359,232,336,26359,0,0,0
一只粉色的锦鲤兔,1,407,336,29050,1,0,407,336,29050,407,336,29050,0,0,0
爱莉丝RUN,1,15,218,2997,0,1,15,218,2997,0,0,0,15,218,2997
随意的静静yu,1,588,313,1246,0,1,588,313,1246,0,0,0,588,313,1246
四川大学,1,13,20,237,1,0,13,20,237,13,20,237,0,0,0
闪耀暖暖,1,28,1213,11196,1,0,28,1213,11196,28,1213,11196,0,0,0
笑魔怔了,1,39,452,1943,1,0,39,452,1943,39,452,1943,0,0,0
治愈动漫社,1,41,19,155,1,0,41,19,155,41,19,155,0,0,0
环球震惊局,1,69,103,1258,0,1,69,103,1258,0,0,0,69,103,1258
林中白狼,1,58,50,189,0,1,58,50,189,0,0,0,58,50,189
乌哩哩_魔小怪,1,4758,1036,4675,1,0,4758,1036,4675,4758,1036,4675,0,0,0
两朵金花,1,14,65,354,0,1,14,65,354,0,0,0,14,65,354
IT互联网电商资讯,1,742,476,549,0,1,742,476,549,0,0,0,742,476,549
王国纪元,1,4551,207,265,1,0,4551,207,265,4551,207,265,0,0,0
BFTK线向上,1,35,81,917,0,1,35,81,917,0,0,0,35,81,917
高龄玩家老陈,1,541,393,1140,1,0,541,393,1140,541,393,1140,0,0,0
_承辞,1,80,181,851,1,0,80,181,851,80,181,851,0,0,0
小白有品-小黑,1,47,28,244,1,0,47,28,244,47,28,244,0,0,0
Moran_努力做好前辈饭,1,253,32,313,1,0,253,32,313,253,32,313,0,0,0
蛋哥sty,1,34,251,1246,0,1,34,251,1246,0,0,0,34,251,1246
华南理工大学学生会,1,313,142,73,1,0,313,142,73,313,142,73,0,0,0
喵王-搞机,1,84,714,3854,0,1,84,714,3854,0,0,0,84,714,3854
梁斌penny,1,34,73,283,1,0,34,73,283,34,73,283,0,0,0
崔小柒不思基,1,48,42,276,0,1,48,42,276,0,0,0,48,42,276
中国维和警察,1,21,66,443,1,0,21,66,443,21,66,443,0,0,0
易烊千玺云南粉丝团,1,144,49,221,1,0,144,49,221,144,49,221,0,0,0
防务君,1,57,113,303,0,1,57,113,303,0,0,0,57,113,303
王建伟1988,1,149,261,1013,0,1,149,261,1013,0,0,0,149,261,1013
穆童-FunkyTomin,1,10,94,260,1,0,10,94,260,10,94,260,0,0,0
易烊千玺吉林粉丝团,1,9,14,67,1,0,9,14,67,9,14,67,0,0,0
summeluvw,1,20,5,25,1,0,20,5,25,20,5,25,0,0,0
JC俊1111,1,12,91,720,1,0,12,91,720,12,91,720,0,0,0
黄景瑜工作室,1,4021,2157,10568,1,0,4021,2157,10568,4021,2157,10568,0,0,0
比修兔,1,308,453,1240,1,0,308,453,1240,308,453,1240,0,0,0
主持人常晓航,1,253,219,777,1,0,253,219,777,253,219,777,0,0,0
设计全球,1,33,2,99,1,0,33,2,99,33,2,99,0,0,0
梦遗唐朝,1,591,95,1694,0,1,591,95,1694,0,0,0,591,95,1694
借图,1,15,46,10379,1,0,15,46,10379,15,46,10379,0,0,0
心阅读者,1,14,132,9164,1,0,14,132,9164,14,132,9164,0,0,0
Pengnone,1,47,536,1736,1,0,47,536,1736,47,536,1736,0,0,0
沸点娱乐,1,288,443,3360,1,0,288,443,3360,288,443,3360,0,0,0
三峡大学,1,34,49,281,1,0,34,49,281,34,49,281,0,0,0
Ai5424,1,29,959,2885,0,1,29,959,2885,0,0,0,29,959,2885
不咕咕的嘎嘎,1,35,130,265,1,0,35,130,265,35,130,265,0,0,0
东南大学,1,4,8,95,1,0,4,8,95,4,8,95,0,0,0
剧综星闻,1,943,1446,2057,1,0,943,1446,2057,943,1446,2057,0,0,0
科技头条,1,40,238,839,0,1,40,238,839,0,0,0,40,238,839
德阳爆料王,1,19,19,4991,0,1,19,19,4991,0,0,0,19,19,4991
一只草莓Tong,1,46,469,2136,0,1,46,469,2136,0,0,0,46,469,2136
如厕必备读物,1,254,21,81,1,0,254,21,81,254,21,81,0,0,0
Nanoka,1,51,16,389,1,0,51,16,389,51,16,389,0,0,0
杨建国,1,135,105,230,1,0,135,105,230,135,105,230,0,0,0
冬的颜色,1,155,37,175,0,1,155,37,175,0,0,0,155,37,175
光明日报,1,26,18,140,1,0,26,18,140,26,18,140,0,0,0
笑话,1,10,38,202,1,0,10,38,202,10,38,202,0,0,0
深圳同城,1,277,540,31001,0,1,277,540,31001,0,0,0,277,540,31001
黑猫投诉,1,8,84,4499,0,1,8,84,4499,0,0,0,8,84,4499
昵称是马甲家的大学生,1,328,91,1046,1,0,328,91,1046,328,91,1046,0,0,0
枣庄身边事,1,93,255,1822,1,0,93,255,1822,93,255,1822,0,0,0
Bunny要淡定,1,37,36,208,0,1,37,36,208,0,0,0,37,36,208
娱乐潮流,1,527,676,1364,0,1,527,676,1364,0,0,0,527,676,1364
扒圈圈,1,874,604,1368,1,0,874,604,1368,874,604,1368,0,0,0
文明成都,1,6,6,2822,1,0,6,6,2822,6,6,2822,0,0,0
深圳热门资讯,1,42,53,301,1,0,42,53,301,42,53,301,0,0,0
我的前任是个极品,1,546,551,983,0,1,546,551,983,0,0,0,546,551,983
娱闻少女,1,539,722,1980,1,0,539,722,1980,539,722,1980,0,0,0
蒋梦婕,1,6964,6496,4286,1,0,6964,6496,4286,6964,6496,4286,0,0,0
二更视频,1,449,241,2204,1,0,449,241,2204,449,241,2204,0,0,0
走啤,1,18,356,2120,0,1,18,356,2120,0,0,0,18,356,2120
股坛令狐冲,1,144,135,146,0,1,144,135,146,0,0,0,144,135,146
_princess幽靈,1,18,28,365,1,0,18,28,365,18,28,365,0,0,0
11点28分不打烊,1,2525,365,5625,1,0,2525,365,5625,2525,365,5625,0,0,0
粉笔袁东,1,46,42,395,0,1,46,42,395,0,0,0,46,42,395
看书有道,1,75,183,387,1,0,75,183,387,75,183,387,0,0,0
易烊千玺湖南粉丝团,1,428,111,916,1,0,428,111,916,428,111,916,0,0,0
幽默风趣笑话,1,83,43,825,1,0,83,43,825,83,43,825,0,0,0
糖雪球真好吃,1,4,160,1914,0,1,4,160,1914,0,0,0,4,160,1914
Obrucev,1,18,47,56,1,0,18,47,56,18,47,56,0,0,0
颖宝亲菁,1,7,154,263,1,0,7,154,263,7,154,263,0,0,0
搞笑联盟视频集锦,1,14,56,412,1,0,14,56,412,14,56,412,0,0,0
刘宪华今天开演唱会了吗,1,29,56,270,1,0,29,56,270,29,56,270,0,0,0
商业周刊中文版,1,12,12,49,1,0,12,12,49,12,12,49,0,0,0
笑迷糊了,1,15,84,308,0,1,15,84,308,0,0,0,15,84,308
程老湿爱吐槽,1,210,62,438,1,0,210,62,438,210,62,438,0,0,0
劉小燃Nora,1,86,34,36,1,0,86,34,36,86,34,36,0,0,0
莱茵来因,1,25,6,58,0,1,25,6,58,0,0,0,25,6,58
传奇学长,1,1209,1164,1144,1,0,1209,1164,1144,1209,1164,1144,0,0,0
Infoanalyst,1,120,88,450,0,1,120,88,450,0,0,0,120,88,450
陈九霖,1,97,52,123,0,1,97,52,123,0,0,0,97,52,123
真当没想到,1,23,120,283,0,1,23,120,283,0,0,0,23,120,283
脱非兔,1,14,190,334,1,0,14,190,334,14,190,334,0,0,0
舒克-宋寅,1,561,424,2772,1,0,561,424,2772,561,424,2772,0,0,0
捡到瓶子要藏好,1,11,124,930,1,0,11,124,930,11,124,930,0,0,0
-阿莘-,1,76,672,8105,0,1,76,672,8105,0,0,0,76,672,8105
FarPoint-Dax,1,264,21,216,0,1,264,21,216,0,0,0,264,21,216
财宝宝,1,60,211,1612,0,1,60,211,1612,0,0,0,60,211,1612
和讯网,1,68,102,832,0,1,68,102,832,0,0,0,68,102,832
周小晨kiki,1,401,760,1741,1,0,401,760,1741,401,760,1741,0,0,0
刘喵嘿,1,587,11,236,1,0,587,11,236,587,11,236,0,0,0
提刀探花在缅北,1,95,179,2200,1,0,95,179,2200,95,179,2200,0,0,0
奶烊糖小哥哥,1,95,39,714,1,0,95,39,714,95,39,714,0,0,0
营销号,1,29,64,921,1,0,29,64,921,29,64,921,0,0,0
娱News,1,139,142,24471,1,0,139,142,24471,139,142,24471,0,0,0
搞机宇宇,1,88,270,35659,0,1,88,270,35659,0,0,0,88,270,35659
东风快递,1,142,380,3719,1,0,142,380,3719,142,380,3719,0,0,0
蘑菇的二姐,1,304,265,2708,1,0,304,265,2708,304,265,2708,0,0,0
王自如ZEALER,1,175,579,3349,1,0,175,579,3349,175,579,3349,0,0,0
莫非是托的微博,1,1692,504,3071,1,0,1692,504,3071,1692,504,3071,0,0,0
翼飞书画,1,269,282,2375,1,0,269,282,2375,269,282,2375,0,0,0
特磊弗,1,2104,177,785,1,0,2104,177,785,2104,177,785,0,0,0
圆圆的圆圆的ZYY,1,1250,145,1931,1,0,1250,145,1931,1250,145,1931,0,0,0
