用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
王亶文,2,284,16,348,1,1,142.00 ,8.00 ,174.00 ,250,9,323,34,7,25
张平安-Alex,2,2440,2177,2037,2,0,1220.00 ,1088.50 ,1018.50 ,2440,2177,2037,0,0,0
娱乐明星团,2,1660,3161,10133,2,0,830.00 ,1580.50 ,5066.50 ,1660,3161,10133,0,0,0
萱味甜,2,82,349,98,1,1,41.00 ,174.50 ,49.00 ,3,130,57,79,219,41
欧欧大王,2,13086,3595,5151,2,0,6543.00 ,1797.50 ,2575.50 ,13086,3595,5151,0,0,0
简直笑哭了,2,77,170,701,1,1,38.50 ,85.00 ,350.50 ,50,63,504,27,107,197
嘉善老顾,2,1152,285,3878,1,1,576.00 ,142.50 ,1939.00 ,1065,264,3834,87,21,44
ZAEKE知客,2,111,137,90,2,0,55.50 ,68.50 ,45.00 ,111,137,90,0,0,0
爱搞机,2,70,161,24903,1,1,35.00 ,80.50 ,12451.50 ,61,132,24877,9,29,26
行政法徐金桂,2,18,142,644,2,0,9.00 ,71.00 ,322.00 ,18,142,644,0,0,0
搞机小王子奇点,2,61,83,229,0,2,30.50 ,41.50 ,114.50 ,0,0,0,61,83,229
王子异,2,200,344467,420753,2,0,100.00 ,172233.50 ,210376.50 ,200,344467,420753,0,0,0
芒果捞扒客,2,3413,2821,3922,1,1,1706.50 ,1410.50 ,1961.00 ,2266,1519,2399,1147,1302,1523
娱叔,2,2093,3021,2091,2,0,1046.50 ,1510.50 ,1045.50 ,2093,3021,2091,0,0,0
电影影视评论员,2,1170,1324,4610,1,1,585.00 ,662.00 ,2305.00 ,493,695,2062,677,629,2548
圈叭叭,2,1296,3500,16560,1,0,648.00 ,1750.00 ,8280.00 ,1257,2909,15520,0,0,0
壹点娱乐,2,3394,3555,4181,2,0,1697.00 ,1777.50 ,2090.50 ,3394,3555,4181,0,0,0
Rabbit每日爆料,2,373,1335,16294,1,1,186.50 ,667.50 ,8147.00 ,211,533,1496,162,802,14798
吐槽鬼,2,33,217,289,2,0,16.50 ,108.50 ,144.50 ,33,217,289,0,0,0
UnboxTherapy,2,64,82,271,2,0,32.00 ,41.00 ,135.50 ,64,82,271,0,0,0
馮偉文,2,34,161,247,0,2,17.00 ,80.50 ,123.50 ,0,0,0,34,161,247
中国政府网,2,188,0,270,2,0,94.00 ,0.00 ,135.00 ,188,0,270,0,0,0
皓伦王明川,2,365,35,192,2,0,182.50 ,17.50 ,96.00 ,365,35,192,0,0,0
叫我ThreeY,2,24,424,361,0,2,12.00 ,212.00 ,180.50 ,0,0,0,24,424,361
常程,2,116,1535,1044,2,0,58.00 ,767.50 ,522.00 ,116,1535,1044,0,0,0
魔鬼经济学,2,188,6,180,0,2,94.00 ,3.00 ,90.00 ,0,0,0,188,6,180
枪-和玫瑰,2,25,360,397,1,0,12.50 ,180.00 ,198.50 ,20,58,231,0,0,0
小啤Derek,2,129,600,851,0,2,64.50 ,300.00 ,425.50 ,0,0,0,129,600,851
投中网,2,60,2,43,0,2,30.00 ,1.00 ,21.50 ,0,0,0,60,2,43
原烽_BOE,2,294,121,234,2,0,147.00 ,60.50 ,117.00 ,294,121,234,0,0,0
久久妹妹,2,20,301,2480,2,0,10.00 ,150.50 ,1240.00 ,20,301,2480,0,0,0
凯雷,2,126,182,266,2,0,63.00 ,91.00 ,133.00 ,126,182,266,0,0,0
每天学点经济学,2,107,101,576,1,1,53.50 ,50.50 ,288.00 ,43,75,430,64,26,146
小白测评张宇,2,21,378,382,0,2,10.50 ,189.00 ,191.00 ,0,0,0,21,378,382
荣耀HONOR,2,1261,497,791,2,0,630.50 ,248.50 ,395.50 ,1261,497,791,0,0,0
ZOL中关村在线,2,203,1001,4517,0,2,101.50 ,500.50 ,2258.50 ,0,0,0,203,1001,4517
奥凯航空,2,6635,7358,2906,1,1,3317.50 ,3679.00 ,1453.00 ,2895,3162,1132,3740,4196,1774
耿直的阿拉斯加猪,2,250,105,360,0,2,125.00 ,52.50 ,180.00 ,0,0,0,250,105,360
李北方同学,2,398,229,292,0,2,199.00 ,114.50 ,146.00 ,0,0,0,398,229,292
Vetrax嚣张卫视,2,59,36,111,2,0,29.50 ,18.00 ,55.50 ,59,36,111,0,0,0
优酷,2,2806,3289,1176,2,0,1403.00 ,1644.50 ,588.00 ,2806,3289,1176,0,0,0
陈永东,2,82,897,1384,0,2,41.00 ,448.50 ,692.00 ,0,0,0,82,897,1384
拜托啦学妹,2,6648,1169,31950,0,2,3324.00 ,584.50 ,15975.00 ,0,0,0,6648,1169,31950
Talk英语视频,2,175,16,252,2,0,87.50 ,8.00 ,126.00 ,175,16,252,0,0,0
Hedgie,2,66,127,505,1,0,33.00 ,63.50 ,252.50 ,43,48,170,0,0,0
同花顺,2,284,23,139,2,0,142.00 ,11.50 ,69.50 ,284,23,139,0,0,0
EC品牌观察,2,185,193,389,2,0,92.50 ,96.50 ,194.50 ,185,193,389,0,0,0
电影幕后故事,2,1332,543,1818,2,0,666.00 ,271.50 ,909.00 ,1332,543,1818,0,0,0
阿狸,2,5601,4989,3024,1,1,2800.50 ,2494.50 ,1512.00 ,4353,4199,1942,1248,790,1082
Bzwlwhcool_y,2,21,49,425,2,0,10.50 ,24.50 ,212.50 ,21,49,425,0,0,0
ZAKER,2,3540,3570,1665,2,0,1770.00 ,1785.00 ,832.50 ,3540,3570,1665,0,0,0
果子狸7777,2,250,168,310,0,2,125.00 ,84.00 ,155.00 ,0,0,0,250,168,310
魏布斯,2,160,247,540,2,0,80.00 ,123.50 ,270.00 ,160,247,540,0,0,0
武汉吃喝玩乐,2,40,284,349,2,0,20.00 ,142.00 ,174.50 ,40,284,349,0,0,0
搞机汇,2,10,127,252,0,2,5.00 ,63.50 ,126.00 ,0,0,0,10,127,252
画画的老武,2,276,653,4019,1,1,138.00 ,326.50 ,2009.50 ,88,70,39,188,583,3980
肆柒Lyn,2,1101,8823,1667,1,0,550.50 ,4411.50 ,833.50 ,434,6302,1120,0,0,0
风中的厂长,2,124,500,465,1,1,62.00 ,250.00 ,232.50 ,64,248,277,60,252,188
云南龙湖,2,4110,4674,2058,2,0,2055.00 ,2337.00 ,1029.00 ,4110,4674,2058,0,0,0
GalGadotFanPage,2,145,36,342,1,0,72.50 ,18.00 ,171.00 ,120,21,217,0,0,0
WHYLAB,2,433,238,5834,1,1,216.50 ,119.00 ,2917.00 ,22,118,5503,411,120,331
人人视频,2,1056,339,2725,2,0,528.00 ,169.50 ,1362.50 ,1056,339,2725,0,0,0
热门视频秀,2,239,267,2920,0,2,119.50 ,133.50 ,1460.00 ,0,0,0,239,267,2920
西安交通大学,2,135,87,721,2,0,67.50 ,43.50 ,360.50 ,135,87,721,0,0,0
ITheat热点科技,2,613,559,405,1,1,306.50 ,279.50 ,202.50 ,503,543,293,110,16,112
林海听涛,2,241,731,2303,0,1,120.50 ,365.50 ,1151.50 ,0,0,0,154,65,100
书法雅集,2,93,44,253,1,0,46.50 ,22.00 ,126.50 ,53,36,166,0,0,0
广东共青团,2,422,171,1852,1,1,211.00 ,85.50 ,926.00 ,343,49,347,79,122,1505
时尚怪咖喵喵Miny,2,573,1943,4474,1,0,286.50 ,971.50 ,2237.00 ,297,1053,1756,0,0,0
八组今天安利什么,2,163,410,562,2,0,81.50 ,205.00 ,281.00 ,163,410,562,0,0,0
摄影师裤子,2,24,214,973,2,0,12.00 ,107.00 ,486.50 ,24,214,973,0,0,0
锹夺天工杨大眼,2,237,130,894,2,0,118.50 ,65.00 ,447.00 ,237,130,894,0,0,0
黄西炮,2,463,245,1519,2,0,231.50 ,122.50 ,759.50 ,463,245,1519,0,0,0
Finch小番茄,2,480,427,742,2,0,240.00 ,213.50 ,371.00 ,480,427,742,0,0,0
朱伟老师,2,34,1401,729,1,1,17.00 ,700.50 ,364.50 ,8,62,356,26,1339,373
RZ睿智先生,2,2368,2713,10470,2,0,1184.00 ,1356.50 ,5235.00 ,2368,2713,10470,0,0,0
央广军事,2,307,177,1191,2,0,153.50 ,88.50 ,595.50 ,307,177,1191,0,0,0
CCTV1开讲啦,2,156,110,564,1,0,78.00 ,55.00 ,282.00 ,79,70,314,0,0,0
圈内教父,2,2074,1331,8451,2,0,1037.00 ,665.50 ,4225.50 ,2074,1331,8451,0,0,0
科技入魔,2,456,1479,2191,0,2,228.00 ,739.50 ,1095.50 ,0,0,0,456,1479,2191
环球人物杂志,2,138,51,530,2,0,69.00 ,25.50 ,265.00 ,138,51,530,0,0,0
IT工程师,2,397,1023,6525,1,1,198.50 ,511.50 ,3262.50 ,56,95,567,341,928,5958
炙热Mike_,2,317,825,6943,1,0,158.50 ,412.50 ,3471.50 ,301,805,6792,0,0,0
圈歌在这里,2,19,204,689,1,1,9.50 ,102.00 ,344.50 ,12,34,297,7,170,392
中山大学,2,185,65,575,2,0,92.50 ,32.50 ,287.50 ,185,65,575,0,0,0
新视界发现者,2,306,43,262,1,0,153.00 ,21.50 ,131.00 ,281,22,212,0,0,0
LAC-庆舍,2,139,2605,3592,1,1,69.50 ,1302.50 ,1796.00 ,24,27,104,115,2578,3488
银教授,2,1220,1123,3271,1,1,610.00 ,561.50 ,1635.50 ,511,548,1092,709,575,2179
广西日报,2,41,33,226,2,0,20.50 ,16.50 ,113.00 ,41,33,226,0,0,0
樱桃说房子,2,519,648,1742,0,2,259.50 ,324.00 ,871.00 ,0,0,0,519,648,1742
科技万事通,2,152,47,312,2,0,76.00 ,23.50 ,156.00 ,152,47,312,0,0,0
莱万多夫斯基Lewy,2,55,58,627,1,1,27.50 ,29.00 ,313.50 ,48,28,296,7,30,331
洪琦--,2,17,736,902,2,0,8.50 ,368.00 ,451.00 ,17,736,902,0,0,0
古德猛安,2,183,572,1343,1,1,91.50 ,286.00 ,671.50 ,105,229,1017,78,343,326
周维Drake,2,77,1203,246,0,2,38.50 ,601.50 ,123.00 ,0,0,0,77,1203,246
中国移动手机俱乐部,2,2636,3860,1196,2,0,1318.00 ,1930.00 ,598.00 ,2636,3860,1196,0,0,0
180301-191106,2,39,15,87,2,0,19.50 ,7.50 ,43.50 ,39,15,87,0,0,0
新浪四川,2,44,123,11068,2,0,22.00 ,61.50 ,5534.00 ,44,123,11068,0,0,0
混沌与概率1997,2,29,298,633,1,1,14.50 ,149.00 ,316.50 ,14,69,145,15,229,488
集微网官网,2,69,160,1008,1,1,34.50 ,80.00 ,504.00 ,37,133,988,32,27,20
曾鹏宇,2,57,146,202,1,1,28.50 ,73.00 ,101.00 ,46,97,175,11,49,27
白圭子,2,28,173,277,0,2,14.00 ,86.50 ,138.50 ,0,0,0,28,173,277
Esports海涛,2,68,816,832,2,0,34.00 ,408.00 ,416.00 ,68,816,832,0,0,0
TESTV值不值得买,2,58,308,464,1,0,29.00 ,154.00 ,232.00 ,18,95,235,0,0,0
买家张俊,2,57,209,807,1,1,28.50 ,104.50 ,403.50 ,23,105,449,34,104,358
广州日报,2,71,39,1096,2,0,35.50 ,19.50 ,548.00 ,71,39,1096,0,0,0
南山林雪萍,2,458,474,897,1,1,229.00 ,237.00 ,448.50 ,304,213,745,154,261,152
从股置金,2,310,895,4626,1,1,155.00 ,447.50 ,2313.00 ,235,777,873,75,118,3753
IT互联网那点事,2,410,500,1280,2,0,205.00 ,250.00 ,640.00 ,410,500,1280,0,0,0
快科技2018,2,22,966,315,1,1,11.00 ,483.00 ,157.50 ,11,424,190,11,542,125
网站分析公会,2,121,500,310,1,1,60.50 ,250.00 ,155.00 ,106,467,245,15,33,65
每天学点摄影技巧,2,45,25,237,2,0,22.50 ,12.50 ,118.50 ,45,25,237,0,0,0
沿海观察汇总者,2,941,5590,10973,0,1,470.50 ,2795.00 ,5486.50 ,0,0,0,889,5490,10253
墨香书坊,2,1199,360,297,1,1,599.50 ,180.00 ,148.50 ,643,193,235,556,167,62
安东尼,2,73,635,3755,2,0,36.50 ,317.50 ,1877.50 ,73,635,3755,0,0,0
五月数码科技,2,12,397,383,2,0,6.00 ,198.50 ,191.50 ,12,397,383,0,0,0
秦一一,2,1451,844,1150,1,1,725.50 ,422.00 ,575.00 ,4,14,99,1447,830,1051
Bigger研究所,2,11953,15067,7853,2,0,5976.50 ,7533.50 ,3926.50 ,11953,15067,7853,0,0,0
两色风景嘎,2,802,895,1634,2,0,401.00 ,447.50 ,817.00 ,802,895,1634,0,0,0
黑客师,2,766,828,1337,2,0,383.00 ,414.00 ,668.50 ,766,828,1337,0,0,0
数据化管理,2,72,234,17270,1,0,36.00 ,117.00 ,8635.00 ,22,36,43,0,0,0
王小呆,2,465,896,1019,1,1,232.50 ,448.00 ,509.50 ,190,232,382,275,664,637
娱Ms,2,1694,3576,6795,1,1,847.00 ,1788.00 ,3397.50 ,440,621,1809,1254,2955,4986
王尼玛,2,20241,7113,82644,2,0,10120.50 ,3556.50 ,41322.00 ,20241,7113,82644,0,0,0
上帝之鹰_5zn,2,301,1469,2369,1,1,150.50 ,734.50 ,1184.50 ,14,67,1182,287,1402,1187
周立波,2,4580,633,9061,0,2,2290.00 ,316.50 ,4530.50 ,0,0,0,4580,633,9061
陈文伍,2,1252,1455,8106,2,0,626.00 ,727.50 ,4053.00 ,1252,1455,8106,0,0,0
两分,2,874,408,2634,2,0,437.00 ,204.00 ,1317.00 ,874,408,2634,0,0,0
封面新闻,2,372,230,405,2,0,186.00 ,115.00 ,202.50 ,372,230,405,0,0,0
意林杂志,2,284,60,1226,2,0,142.00 ,30.00 ,613.00 ,284,60,1226,0,0,0
郑洪升,2,54,180,1153,1,1,27.00 ,90.00 ,576.50 ,9,82,412,45,98,741
如皋老猫,2,207,279,1829,0,1,103.50 ,139.50 ,914.50 ,0,0,0,96,45,215
李太林导师,2,172,63,621,1,1,86.00 ,31.50 ,310.50 ,60,59,499,112,4,122
全国大联考,2,464,622,5041,2,0,232.00 ,311.00 ,2520.50 ,464,622,5041,0,0,0
鬼王教教主,2,261,325,7738,2,0,130.50 ,162.50 ,3869.00 ,261,325,7738,0,0,0
老曾阿牛,2,473,200,2707,1,1,236.50 ,100.00 ,1353.50 ,449,144,2433,24,56,274
河北工业大学,2,228,188,535,2,0,114.00 ,94.00 ,267.50 ,228,188,535,0,0,0
法考刑诉向高甲,2,62,430,1915,2,0,31.00 ,215.00 ,957.50 ,62,430,1915,0,0,0
黄安,2,40,564,3904,2,0,20.00 ,282.00 ,1952.00 ,40,564,3904,0,0,0
一个婧爷呀,2,2645,519,7030,2,0,1322.50 ,259.50 ,3515.00 ,2645,519,7030,0,0,0
奇葩图鉴,2,559,1233,5192,2,0,279.50 ,616.50 ,2596.00 ,559,1233,5192,0,0,0
TFBOYS-易烊千玺,2,336382,912259,2426396,2,0,168191.00 ,456129.50 ,1213198.00 ,336382,912259,2426396,0,0,0
侯安扬HF,2,4212,2703,21786,1,1,2106.00 ,1351.50 ,10893.00 ,4131,2570,20446,81,133,1340
刘阳Cary,2,2574,13949,123441,1,1,1287.00 ,6974.50 ,61720.50 ,678,4664,13225,1896,9285,110216
网易娱乐频道,2,17233,3583,23061,2,0,8616.50 ,1791.50 ,11530.50 ,17233,3583,23061,0,0,0
武汉同城会,2,195,369,4222,2,0,97.50 ,184.50 ,2111.00 ,195,369,4222,0,0,0
ZZZ栗,2,4387,645,7144,2,0,2193.50 ,322.50 ,3572.00 ,4387,645,7144,0,0,0
五行缺千i,2,4875,1146,9850,0,1,2437.50 ,573.00 ,4925.00 ,0,0,0,3544,983,7157
韩流,2,1461,853,21315,2,0,730.50 ,426.50 ,10657.50 ,1461,853,21315,0,0,0
科技喵,2,172,521,3016,1,1,86.00 ,260.50 ,1508.00 ,21,78,163,151,443,2853
岚岚大冒险,2,2478,6162,11963,2,0,1239.00 ,3081.00 ,5981.50 ,2478,6162,11963,0,0,0
Thomas看看世界,2,42,154,873,2,0,21.00 ,77.00 ,436.50 ,42,154,873,0,0,0
破折号,2,36,43,1403,1,1,18.00 ,21.50 ,701.50 ,6,18,816,30,25,587
沃实,2,65,90,544,1,1,32.50 ,45.00 ,272.00 ,25,67,308,40,23,236
sven_shi,2,375,375,2469,1,1,187.50 ,187.50 ,1234.50 ,291,196,1644,84,179,825
震长,2,40,72,255,2,0,20.00 ,36.00 ,127.50 ,40,72,255,0,0,0
影娱榜,2,181,249,2945,0,2,90.50 ,124.50 ,1472.50 ,0,0,0,181,249,2945
旧情甚堪,2,283,604,6753,0,1,141.50 ,302.00 ,3376.50 ,0,0,0,99,269,1182
教育知事,2,235,105,395,1,1,117.50 ,52.50 ,197.50 ,105,76,177,130,29,218
经济日报,2,10,34,1915,2,0,5.00 ,17.00 ,957.50 ,10,34,1915,0,0,0
总裁语录,2,24,66,7574,1,1,12.00 ,33.00 ,3787.00 ,4,7,557,20,59,7017
灵超鹅爱吃大白兔奶糖,2,63,26,357,2,0,31.50 ,13.00 ,178.50 ,63,26,357,0,0,0
原画册韩松,2,50,25,505,2,0,25.00 ,12.50 ,252.50 ,50,25,505,0,0,0
空什么格,2,447,236,2098,2,0,223.50 ,118.00 ,1049.00 ,447,236,2098,0,0,0
科技小奈,2,85,422,1589,1,1,42.50 ,211.00 ,794.50 ,20,79,361,65,343,1228
搞机小公主,2,109,189,274,2,0,54.50 ,94.50 ,137.00 ,109,189,274,0,0,0
司马子瀟瀟,2,189,155,10047,1,1,94.50 ,77.50 ,5023.50 ,126,121,691,63,34,9356
深圳网警,2,196,80,1906,1,1,98.00 ,40.00 ,953.00 ,114,45,1808,82,35,98
陈博文-CasterCrew,2,23,202,2362,2,0,11.50 ,101.00 ,1181.00 ,23,202,2362,0,0,0
知未科技,2,698,416,5281,1,1,349.00 ,208.00 ,2640.50 ,179,132,732,519,284,4549
_恶魔奶爸_,2,268,238,2762,1,1,134.00 ,119.00 ,1381.00 ,165,116,1097,103,122,1665
元气少女惠Rachel,2,3163,6253,20483,2,0,1581.50 ,3126.50 ,10241.50 ,3163,6253,20483,0,0,0
CarShooter,2,15,123,3546,2,0,7.50 ,61.50 ,1773.00 ,15,123,3546,0,0,0
冰室骑士,2,490,423,2112,1,1,245.00 ,211.50 ,1056.00 ,43,69,314,447,354,1798
匪我思存,2,25,378,4215,1,1,12.50 ,189.00 ,2107.50 ,4,163,1182,21,215,3033
搞笑局,2,39,67,560,0,2,19.50 ,33.50 ,280.00 ,0,0,0,39,67,560
荣耀老熊,2,442,1019,4471,2,0,221.00 ,509.50 ,2235.50 ,442,1019,4471,0,0,0
知书少年果麦麦,2,438,131,916,2,0,219.00 ,65.50 ,458.00 ,438,131,916,0,0,0
上汽MAXUS,2,288,454,3850,0,2,144.00 ,227.00 ,1925.00 ,0,0,0,288,454,3850
ygf-清墨的崽崽Y,2,946,143,1038,2,0,473.00 ,71.50 ,519.00 ,946,143,1038,0,0,0
神兽妹子爱元宝,2,2633,949,3214,2,0,1316.50 ,474.50 ,1607.00 ,2633,949,3214,0,0,0
浪里赤条小粗林,2,284,416,8510,1,0,142.00 ,208.00 ,4255.00 ,220,261,7345,0,0,0
一罐寡言,2,967,720,7443,2,0,483.50 ,360.00 ,3721.50 ,967,720,7443,0,0,0
图灵听风者,2,337,45,758,2,0,168.50 ,22.50 ,379.00 ,337,45,758,0,0,0
周知惟,2,80,277,2096,2,0,40.00 ,138.50 ,1048.00 ,80,277,2096,0,0,0
娱小圈,2,485,333,5919,2,0,242.50 ,166.50 ,2959.50 ,485,333,5919,0,0,0
IT科技数码达人,2,590,777,6162,2,0,295.00 ,388.50 ,3081.00 ,590,777,6162,0,0,0
搞笑机能,2,487,838,8897,0,2,243.50 ,419.00 ,4448.50 ,0,0,0,487,838,8897
关晓彤全球后援会,2,89,127,809,2,0,44.50 ,63.50 ,404.50 ,89,127,809,0,0,0
最快头条,2,208,701,4406,1,1,104.00 ,350.50 ,2203.00 ,65,148,542,143,553,3864
柚子娱乐,2,623,592,1920,2,0,311.50 ,296.00 ,960.00 ,623,592,1920,0,0,0
新浪厦门,2,13,30,1752,1,1,6.50 ,15.00 ,876.00 ,6,3,1381,7,27,371
新浪娱乐,2,183,690,53810,1,1,91.50 ,345.00 ,26905.00 ,95,252,3016,88,438,50794
Epoch-of-Belief,2,1068,106,929,1,0,534.00 ,53.00 ,464.50 ,167,17,286,0,0,0
CallYouMine0116·管栎,2,1145,482,1887,1,0,572.50 ,241.00 ,943.50 ,589,257,1109,0,0,0
王义桅,2,346,203,2361,1,0,173.00 ,101.50 ,1180.50 ,331,192,2240,0,0,0
深圳大学,2,1272,647,921,2,0,636.00 ,323.50 ,460.50 ,1272,647,921,0,0,0
重庆发布,2,8717,5430,4746,2,0,4358.50 ,2715.00 ,2373.00 ,8717,5430,4746,0,0,0
爆笑三叔,2,672,1470,18832,0,2,336.00 ,735.00 ,9416.00 ,0,0,0,672,1470,18832
行走的刘易,2,100,340,1984,1,0,50.00 ,170.00 ,992.00 ,39,18,68,0,0,0
瑞丽网,2,3214,611,9422,2,0,1607.00 ,305.50 ,4711.00 ,3214,611,9422,0,0,0
StreetsFinest,2,465,396,2353,2,0,232.50 ,198.00 ,1176.50 ,465,396,2353,0,0,0
浅色夏沫歆,2,175,1219,308,2,0,87.50 ,609.50 ,154.00 ,175,1219,308,0,0,0
创鹅每日爆料,2,270,358,33803,2,0,135.00 ,179.00 ,16901.50 ,270,358,33803,0,0,0
哈侠,2,234,894,4400,2,0,117.00 ,447.00 ,2200.00 ,234,894,4400,0,0,0
海和蓝,2,183,1552,9759,2,0,91.50 ,776.00 ,4879.50 ,183,1552,9759,0,0,0
搞笑笑话榜,2,92,310,2293,0,2,46.00 ,155.00 ,1146.50 ,0,0,0,92,310,2293
帝吧官微,2,716,871,13587,2,0,358.00 ,435.50 ,6793.50 ,716,871,13587,0,0,0
老殁,2,748,1130,12196,0,2,374.00 ,565.00 ,6098.00 ,0,0,0,748,1130,12196
安兔兔,2,358,4555,34413,0,2,179.00 ,2277.50 ,17206.50 ,0,0,0,358,4555,34413
段子楼,2,467,356,1559,1,1,233.50 ,178.00 ,779.50 ,72,140,808,395,216,751
ING直播,2,1477,14651,135003,1,0,738.50 ,7325.50 ,67501.50 ,1020,6529,80698,0,0,0
沈阳晚报,2,29,180,15754,2,0,14.50 ,90.00 ,7877.00 ,29,180,15754,0,0,0
萝卜报告,2,26,195,12389,1,1,13.00 ,97.50 ,6194.50 ,15,99,7571,11,96,4818
数码天才,2,373,687,1156,2,0,186.50 ,343.50 ,578.00 ,373,687,1156,0,0,0
饭统戴老板,2,193,352,2486,2,0,96.50 ,176.00 ,1243.00 ,193,352,2486,0,0,0
万茜,2,1858,2468,34747,2,0,929.00 ,1234.00 ,17373.50 ,1858,2468,34747,0,0,0
大佬时间,2,480,7094,102409,0,2,240.00 ,3547.00 ,51204.50 ,0,0,0,480,7094,102409
恋一朵小猫,2,22,8,639,2,0,11.00 ,4.00 ,319.50 ,22,8,639,0,0,0
搞笑二娘,2,2089,4373,61846,2,0,1044.50 ,2186.50 ,30923.00 ,2089,4373,61846,0,0,0
B总大都督,2,157,596,3657,2,0,78.50 ,298.00 ,1828.50 ,157,596,3657,0,0,0
笑帅了,2,20,223,3010,0,1,10.00 ,111.50 ,1505.00 ,0,0,0,6,58,877
许沃若呀,2,51,113,389,2,0,25.50 ,56.50 ,194.50 ,51,113,389,0,0,0
金主哥,2,446,5439,379162,1,0,223.00 ,2719.50 ,189581.00 ,50,40,3920,0,0,0
蜻蜓队长,2,157,256,680,0,2,78.50 ,128.00 ,340.00 ,0,0,0,157,256,680
燃新闻,2,178,141,1078,0,2,89.00 ,70.50 ,539.00 ,0,0,0,178,141,1078
机氪,2,78,542,2892,1,1,39.00 ,271.00 ,1446.00 ,43,289,1834,35,253,1058
格调Moment9,2,132,246,733,2,0,66.00 ,123.00 ,366.50 ,132,246,733,0,0,0
记者陈青青,2,339,385,3122,1,1,169.50 ,192.50 ,1561.00 ,183,81,1140,156,304,1982
直男什么值得买,2,314,526,1754,2,0,157.00 ,263.00 ,877.00 ,314,526,1754,0,0,0
纪懵懵,2,789,792,2271,2,0,394.50 ,396.00 ,1135.50 ,789,792,2271,0,0,0
东吴彩虹糖,2,625,500,1315,2,0,312.50 ,250.00 ,657.50 ,625,500,1315,0,0,0
电商在线,2,326,805,9470,1,1,163.00 ,402.50 ,4735.00 ,130,509,4590,196,296,4880
Hey贝塔,2,375,3375,12096,0,2,187.50 ,1687.50 ,6048.00 ,0,0,0,375,3375,12096
Jo陳帥,2,47,454,941,1,1,23.50 ,227.00 ,470.50 ,42,228,553,5,226,388
影视吐槽君,2,343,60,985,0,0,171.50 ,30.00 ,492.50 ,0,0,0,0,0,0
杨凯雯rr,2,7732,11606,133744,2,0,3866.00 ,5803.00 ,66872.00 ,7732,11606,133744,0,0,0
月风_投资笔记,2,216,230,773,0,1,108.00 ,115.00 ,386.50 ,0,0,0,66,114,468
职场情报菊,2,2663,2427,21506,0,2,1331.50 ,1213.50 ,10753.00 ,0,0,0,2663,2427,21506
股社区,2,314,718,4476,1,1,157.00 ,359.00 ,2238.00 ,249,472,2992,65,246,1484
大红璽,2,3275,1002,10472,2,0,1637.50 ,501.00 ,5236.00 ,3275,1002,10472,0,0,0
小柒会成为更好的自己,2,194,137,652,2,0,97.00 ,68.50 ,326.00 ,194,137,652,0,0,0
我是HYK,2,159,1053,4450,2,0,79.50 ,526.50 ,2225.00 ,159,1053,4450,0,0,0
烈枫,2,27,227,3656,1,0,13.50 ,113.50 ,1828.00 ,21,151,450,0,0,0
赵宇豪Steven,2,1484,4294,13937,2,0,742.00 ,2147.00 ,6968.50 ,1484,4294,13937,0,0,0
我的旅行小马甲,2,345,734,2514,2,0,172.50 ,367.00 ,1257.00 ,345,734,2514,0,0,0
湖南卫视,2,8978,4372,340536,2,0,4489.00 ,2186.00 ,170268.00 ,8978,4372,340536,0,0,0
贾伯斯龙,2,115,185,3303,1,1,57.50 ,92.50 ,1651.50 ,86,121,1438,29,64,1865
水哥爱搞机,2,120,1307,7431,0,2,60.00 ,653.50 ,3715.50 ,0,0,0,120,1307,7431
沫薇Alysa,2,15,135,463,2,0,7.50 ,67.50 ,231.50 ,15,135,463,0,0,0
盐奶妹妹,2,2699,818,4749,2,0,1349.50 ,409.00 ,2374.50 ,2699,818,4749,0,0,0
笑趴了,2,51,62,343,0,2,25.50 ,31.00 ,171.50 ,0,0,0,51,62,343
拾肆號吸烊选手,2,2209,179,4083,2,0,1104.50 ,89.50 ,2041.50 ,2209,179,4083,0,0,0
EXO喷泉站,1,9,64,202,0,1,9.00 ,64.00 ,202.00 ,0,0,0,9,64,202
梨子最爱123,1,7,34,156,1,0,7.00 ,34.00 ,156.00 ,7,34,156,0,0,0
陈瀚Siri,1,13,47,204,0,1,13.00 ,47.00 ,204.00 ,0,0,0,13,47,204
梁瑞安,1,218,1319,3620,1,0,218.00 ,1319.00 ,3620.00 ,218,1319,3620,0,0,0
汪梦云,1,1053,1035,1001,1,0,1053.00 ,1035.00 ,1001.00 ,1053,1035,1001,0,0,0
管鑫Sam,1,144,175,257,0,1,144.00 ,175.00 ,257.00 ,0,0,0,144,175,257
铲屎官投稿社,1,680,433,609,0,0,680.00 ,433.00 ,609.00 ,0,0,0,0,0,0
一只小酸橘子,1,5,7,186,0,0,5.00 ,7.00 ,186.00 ,0,0,0,0,0,0
圈内星探,1,761,631,508,1,0,761.00 ,631.00 ,508.00 ,761,631,508,0,0,0
李老八Bug,1,3,244,244,1,0,3.00 ,244.00 ,244.00 ,3,244,244,0,0,0
深圳身边事,1,346,1188,934,0,1,346.00 ,1188.00 ,934.00 ,0,0,0,346,1188,934
渔熊FIRST,1,114,69,112,1,0,114.00 ,69.00 ,112.00 ,114,69,112,0,0,0
